name,type,L,s,apx,apy,system,subsystem,inst,dtype,device,desc
FS1_SEE:IP_DFT_D2447_2,DRIFT,0.096602,244.813151,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1522
FS1_SEE:BPM_D2449,BPM,0,244.861452,0.0475,0.0475,FS1,SEE,D2449,BPM3,BPM,position monitor
FS1_SEE:BPM_DFT_D2449_1,DRIFT,0.047797,244.88535,0.0475,0.0475,NONE,NONE,NONE,NONE,NONE,drift_1524
FS1_SEE:BPM_DFT_D2449_2,DRIFT,0.24424,245.031369,0.0475,0.0475,NONE,NONE,NONE,NONE,NONE,drift_1525
FS1_SEE:FAV_D2453,VALVE,0.2,245.253489,0.05,0.05,FS1,SEE,D2453,NONE,FAV,fast valve
FS1_SEE:FAV_DFT_D2453_1,DRIFT,0.036297,245.371637,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1527
FS1_SEE:FAV_DFT_D2453_2,DRIFT,0.278648,245.52911,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1528
FS1_SEE:FAV_DFT_D2453_3,DRIFT,0.1,245.718434,0.05,0.05,NONE,NONE,NONE,NONE,NONE,drift_1529
FS1_SEE:Q_D2459,QUAD,0.33,245.933434,0.1,0.1,FS1,SEE,D2459,QUAD_Q4,Q,quadrupole-33cm
FS1_SEE:Q_DFT_D2459,DRIFT,0.097567,246.147217,0.1,0.1,NONE,NONE,NONE,NONE,NONE,drift_1531
FS1_SEE:CLLM_D2462,CLLM,0,246.196001,0.03,0.1,FS1,SEE,D2462,CFx,CLLM,"collimation flange, Y=30 mm"
FS1_SEE:CLLM_DFT_D2462,DRIFT,0.422433,246.407217,0.03,0.1,NONE,NONE,NONE,NONE,NONE,drift_1534
FS1_SEE:Q_D2468,QUAD,0.33,246.783434,0.1,0.1,FS1,SEE,D2468,QUAD_Q4,Q,quadrupole-33cm
FS1_SEE:Q_DFT_D2468,DRIFT,0.3,247.098434,0.1,0.1,NONE,NONE,NONE,NONE,NONE,drift_1537
FS1_SEE:DCHV_D2473,COR,0.2,247.348434,0.1,0.1,FS1,SEE,D2473,C3,DCHV,"correctors-X,Y"
FS1_SEE:DCH_D2473,HCOR,0,247.348434,0.1,0.1,FS1,SEE,D2473,C3,DCH,horiz. corrector magnet
FS1_SEE:DCV_D2473,VCOR,0,247.348434,0.1,0.1,FS1,SEE,D2473,C3,DCV,vert. corrector magnet
FS1_SEE:DCHV_DFT_D2473,DRIFT,0.51985,247.708359,0.1,0.1,NONE,NONE,NONE,NONE,NONE,drift_1539
FS1_SEE:PM_D2480,PM,0,247.968284,0.1,0.1,FS1,SEE,D2480,PM_L,PM,profile monitor (large fork)
FS1_SEE:IP_D2480,PORT,0,247.968284,0.1,0.1,FS1,SEE,D2480,IP_L,IP,ion pump 300 l/s
FS1_SEE:IP_DFT_D2480,DRIFT,0.34205,248.139309,0.1,0.1,NONE,NONE,NONE,NONE,NONE,drift_1542
FS1_SEE:DCHV_D2484,COR,0.2,248.410334,0.1,0.1,FS1,SEE,D2484,C3,DCHV,"correctors-X,Y"
FS1_SEE:DCH_D2484,HCOR,0,248.410334,0.1,0.1,FS1,SEE,D2484,C3,DCH,horiz. corrector magnet
FS1_SEE:DCV_D2484,VCOR,0,248.410334,0.1,0.1,FS1,SEE,D2484,C3,DCV,vert. corrector magnet
FS1_SEE:DCHV_DFT_D2484,DRIFT,0.1081,248.564384,0.1,0.1,NONE,NONE,NONE,NONE,NONE,drift_1544
FS1_SEE:CLLM_D2486,CLLM,0,248.618434,0.1,0.04,FS1,SEE,D2486,CFx,CLLM,"collimation flange, X=40 mm"
FS1_SEE:CLLM_DFT_D2486_1,DRIFT,0.01,248.623434,0.1,0.04,NONE,NONE,NONE,NONE,NONE,drift_1546
FS1_SEE:CLLM_DFT_D2486_2,DRIFT,0.067625,248.662246,0.1,0.04,NONE,NONE,NONE,NONE,NONE,drift_1547
FS1_SEE:BPM_D2487,BPM,0,248.696059,0.1,0.1,FS1,SEE,D2487,BPM4a,BPM,position monitor
FS1_SEE:BPM_DFT_D2487_1,DRIFT,0.152375,248.772246,0.1,0.1,NONE,NONE,NONE,NONE,NONE,drift_1549
FS1_SEE:BPM_DFT_D2487_2,DRIFT,0.1,248.898434,0.1,0.1,NONE,NONE,NONE,NONE,NONE,drift_1550
FS1_SEE:BPM_DFT_D2487_3,DRIFT,0.2,249.048434,0.1,0.1,NONE,NONE,NONE,NONE,NONE,drift_1551
FS1_SEE:FC_D2490,FC,0,249.148434,0.1,0.1,FS1,SEE,D2490,FCx,FC,beam stop with readout
FS1_SEE:FC_DFT_D2490_1,DRIFT,0.2,249.248434,0.1,0.1,NONE,NONE,NONE,NONE,NONE,drift_1556
FS1_SEE:FC_DFT_D2490_2,DRIFT,1.5,250.098434,0.2,0.2,NONE,NONE,NONE,NONE,NONE,drift_1561
FS1_SEE:O_D2512,OCT,0.7,251.198434,0.2,0.2,FS1,SEE,D2512,OCT_O1,O,Octupole-70cm
FS1_SEE:O_DFT_D2512,DRIFT,0.3,251.698434,0.2,0.2,NONE,NONE,NONE,NONE,NONE,drift_1563
FS1_SEE:Q_D2521,QUAD,0.55,252.123434,0.2,0.2,FS1,SEE,D2521,QUAD_Q11,Q,quadrupole-46cm
FS1_SEE:Q_DFT_D2521,DRIFT,0.35,252.573434,0.2,0.2,NONE,NONE,NONE,NONE,NONE,drift_1565
FS1_SEE:Q_D2530,QUAD,0.55,253.023434,0.2,0.2,FS1,SEE,D2530,QUAD_Q11,Q,quadrupole-46cm
FS1_SEE:Q_DFT_D2530,DRIFT,0.55,253.573434,0.2,0.2,NONE,NONE,NONE,NONE,NONE,drift_1567
FS1_SEE:O_D2542,OCT,0.7,254.198434,0.2,0.2,FS1,SEE,D2542,OCT_O1,O,Octupole-70cm
FS1_SEE:O_DFT_D2542_1,DRIFT,0.8095,254.953184,0.2,0.2,NONE,NONE,NONE,NONE,NONE,drift_1569
FS1_SEE:O_DFT_D2542_2,DRIFT,1,255.857934,0.2,0.2,NONE,NONE,NONE,NONE,NONE,drift_1572
FS1_SEE:O_DFT_D2542_3,DRIFT,0.1905,256.453184,0.2,0.2,NONE,NONE,NONE,NONE,NONE,6-way cross #1 first half
FS1_SEE:SLT_D2565,SLT,0,256.548434,0.2,0.2,FS1,SEE,D2565,SLT,SLT,4-jaw slits
FS1_SEE:SLT_DFT_D2565_1,DRIFT,0.1905,256.643684,0.2,0.2,NONE,NONE,NONE,NONE,NONE,6-way cross #1 second half
FS1_SEE:SLT_DFT_D2565_2,DRIFT,0.1905,256.834184,0.2,0.2,NONE,NONE,NONE,NONE,NONE,6-way cross #2 first half
FS1_SEE:FC_D2569,FC,0,256.929434,0.2,0.2,FS1,SEE,D2569,FCx,FC,Faraday cup
FS1_SEE:VD_D2569,VD,0,256.929434,0.2,0.2,FS1,SEE,D2569,Vx,VD,viewer plate
FS1_SEE:TMP_D2569,PORT,0,256.929434,0.2,0.2,FS1,SEE,D2569,TMP_M,TMP,"pump, 700 l/s"
FS1_SEE:TMP_DFT_D2569_1,DRIFT,0.1905,257.024684,0.2,0.2,NONE,NONE,NONE,NONE,NONE,6-way cross #2 second half
FS1_SEE:TMP_DFT_D2569_2,DRIFT,1.738204,257.989036,0.2,0.2,NONE,NONE,NONE,NONE,NONE,drift_1585
FS1_SEE:GV_D2589,VALVE,0.084963,258.90062,0.2,0.2,FS1,SEE,D2589,NONE,GV,gate valve
FS1_SEE:GV_DFT_D2589,DRIFT,0.1905,259.038351,0.2,0.2,NONE,NONE,NONE,NONE,NONE,4-way cross first half
FS1_SEE:FAVS_D2590,VALVE,0,259.133601,0.2,0.2,FS1,SEE,D2590,NONE,FAVS,fast valve sensor
FS1_SEE:TMP_D2591,PORT,0,259.133601,0.2,0.2,FS1,SEE,D2591,TMP_M,TMP,"pump, 700 l/s"
FS1_SEE:TMP_DFT_D2591_1,DRIFT,0.1905,259.228851,0.2,0.2,NONE,NONE,NONE,NONE,NONE,4-way cross second half
FS1_SEE:TMP_DFT_D2591_2,DRIFT,0.274332,259.461267,0.2,0.2,NONE,NONE,NONE,NONE,NONE,drift_1592
FS1_SEE:FOIL_D2596,FOIL,0,259.598434,0.2,0.2,FS1,SEE,D2596,F3,FOIL,Foil for vacuum window
FS1_SEE:FOIL_DFT_D2596,DRIFT,0.1,259.648434,0.2,0.2,NONE,NONE,NONE,NONE,NONE,drift_1594
FS1_SEE:SiD1_D2597,VD,0,259.698434,0.2,0.2,FS1,SEE,D2597,SiD,SiD1,Upper Si(Li) detector
FS1_SEE:VD_D2597,VD,0,259.698434,0.2,0.2,FS1,SEE,D2597,Vx,VD,Viewer
FS1_SEE:SiD2_D2597,VD,0,259.698434,0.2,0.2,FS1,SEE,D2597,SiD,SiD2,Lower Si(Li) detector
FS1_SEE:SiD2_D2597,PTA,0,259.698434,0.2,0.2,FS1,SEE,D2597,CHIP,CHIP,target of chips for irradiation on flatform
