name,type,L,s,apx,apy,system,subsystem,inst,dtype,device,desc
REA_BTS10:DH_D0932,BEND,1.069712,92.021080,0.030000,0.030000,REA,BTS10,D0932,BEND_DH,DH,90deg Bend Magnet
REA_BTS10:DH_DFT_D0932,DRIFT,0.396374,92.754123,0.101850,0.101850,NONE,NONE,NONE,NONE,NONE,drift_76
REA_BTS10:QE_D0942,EQUAD,0.150000,93.027310,0.055000,0.055000,REA,BTS10,D0942,QUAD_QE,QE,"Doublet, EQuad A"
REA_BTS10:DCHV_D0942,COR,0.060000,93.132310,0.055000,0.055000,REA,BTS10,D0942,DCHV,DCHV,"Ecorrectors, X-Y"
REA_BTS10:DCH_D0942,HCOR,0.000000,93.132310,0.055000,0.055000,REA,BTS10,D0942,DCHV,DCH,horiz. corrector magnet
REA_BTS10:DCV_D0942,VCOR,0.000000,93.132310,0.055000,0.055000,REA,BTS10,D0942,DCHV,DCV,vert. corrector magnet
REA_BTS10:DCHV_DFT_D0942,DRIFT,0.030342,93.177481,0.101850,0.101850,NONE,NONE,NONE,NONE,NONE,drift_79
REA_BTS10:QE_D0944,EQUAD,0.150000,93.267652,0.055000,0.055000,REA,BTS10,D0944,QUAD_QE,QE,"Doublet, Equad B"
REA_BTS10:QE_DFT_D0944,DRIFT,0.000000,93.342652,0.055000,0.055000,NONE,NONE,NONE,NONE,NONE,BOB4
REA_BTS10:SLHGAP_D0946,SLT,0.000000,93.342652,0.055000,0.055000,REA,BTS10,D0946,SLHGAP,SLHGAP,"Horizontal Slit, Gap"
REA_BTS10:SLHCEN_D0946,SLT,0.000000,93.342652,0.055000,0.055000,REA,BTS10,D0946,SLHCEN,SLHCEN,"Horizontal Slit, Center"
REA_BTS10:SLHCEN_DFT_D0946,DRIFT,0.209010,93.447157,0.101850,0.101850,NONE,NONE,NONE,NONE,NONE,drift_85
REA_BTS10:MCPV_D0947,SD,0.000000,93.551662,0.101850,0.101850,REA,BTS10,D0947,MCPV,MCPV,"MultiChannel Plate, Top"
REA_BTS10:VD_D0947,VD,0.000000,93.551662,0.101850,0.101850,REA,BTS10,D0947,VD,VD,Viewer Plate
REA_BTS10:FCS_D0947,FC,0.000000,93.551662,0.101850,0.101850,REA,BTS10,D0947,FCS,FCS,"Faraday Cup, Left"
REA_BTS10:DCHV_D0948,COR,0.060000,93.581662,0.035000,0.035000,REA,BTS10,D0948,DCHV,DCHV,Flange Mounted X-Y ECorrectors
REA_BTS10:DCH_D0948,HCOR,0.000000,93.581662,0.035000,0.035000,REA,BTS10,D0948,DCHV,DCH,horiz. corrector magnet
REA_BTS10:DCV_D0948,VCOR,0.000000,93.581662,0.035000,0.035000,REA,BTS10,D0948,DCHV,DCV,vert. corrector magnet
REA_BTS10:DCHV_DFT_D0948,DRIFT,0.041248,93.632285,0.101850,0.101850,NONE,NONE,NONE,NONE,NONE,drift_91
REA_BTS10:BGV_D0949,VALVE,0.035000,93.670409,0.076200,0.076200,REA,BTS10,D0949,NONE,BGV,Beamline Gate Valve
REA_BTS10:BGV_DFT_D0949,DRIFT,0.177857,93.776838,0.101850,0.101850,NONE,NONE,NONE,NONE,NONE,drift_93
REA_BTS10:QE_D0952,EQUAD,0.150000,93.940767,0.055000,0.055000,REA,BTS10,D0952,QUAD_QE,QE,"Doublet, EQuad A"
REA_BTS10:QE_DFT_D0952,DRIFT,0.030342,94.030938,0.101850,0.101850,NONE,NONE,NONE,NONE,NONE,drift_95
REA_BTS10:QE_D0954,EQUAD,0.150000,94.121109,0.055000,0.055000,REA,BTS10,D0954,QUAD_QE,QE,"Doublet, Equad B"
REA_BTS10:QE_DFT_D0954,DRIFT,0.331709,94.361963,0.101850,0.101850,NONE,NONE,NONE,NONE,NONE,drift_97
REA_BTS10:QE_D0958,EQUAD,0.150000,94.602818,0.055000,0.055000,REA,BTS10,D0958,QUAD_QE,QE,"Doublet, EQuad A"
REA_BTS10:QE_DFT_D0958,DRIFT,0.030342,94.692989,0.101850,0.101850,NONE,NONE,NONE,NONE,NONE,drift_99
REA_BTS10:QE_D0960,EQUAD,0.150000,94.783160,0.055000,0.055000,REA,BTS10,D0960,QUAD_QE,QE,"Doublet, Equad B"
REA_BTS10:DCH_D0960,HCOR,0.000000,94.858160,0.055000,0.055000,REA,BTS10,D0960,DCH,DCH,"Ecorrector, X"
REA_BTS10:DCH_DFT_D0960,DRIFT,0.260037,94.988178,0.101850,0.101850,NONE,NONE,NONE,NONE,NONE,drift_102
REA_BTS11:DVE_D0963,EBEND,0.190000,95.213197,0.066000,0.066000,REA,BTS11,D0963,BEND_DVE,DVE,"E-Deflector Plate, 120mm gap"
REA_BTS19:DCV_D0970,VCOR,0.190000,95.403197,0.120000,0.120000,REA,BTS19,D0970,DCV,DCV,"E-Deflector Plate, 120mm gap"
REA_BTS19:DCV_DFT_D0970,DRIFT,0.000000,95.498197,0.120000,0.120000,NONE,NONE,NONE,NONE,NONE,BOX1
REA_BTS19:ATP_D0974,ATT,0.000000,95.498197,0.120000,0.120000,REA,BTS19,D0974,ATP,ATP,"Attenuator, Right"
REA_BTS19:ATP_DFT_D0974,DRIFT,0.042977,95.519685,0.101850,0.101850,NONE,NONE,NONE,NONE,NONE,drift_109
REA_BTS19:FSD_D0975,SD,0.000000,95.541174,0.101850,0.101850,REA,BTS19,D0975,FSD,FSD,Decay Counter
REA_BTS19:MCPV_D0976,SD,0.000000,95.541174,0.101850,0.101850,REA,BTS19,D0976,MCPV,MCPV,"MultiChannel Plate, Bottom"
REA_BTS19:MCPV_DFT_D0976,DRIFT,0.195554,95.638951,0.101850,0.101850,NONE,NONE,NONE,NONE,NONE,drift_113
REA_BTS19:FC_D0977,FC,0.000000,95.736728,0.101850,0.101850,REA,BTS19,D0977,FC,FC,"Faraday Cup, Top"
REA_BTS19:QE_D0979,EQUAD,0.150000,95.811728,0.055000,0.055000,REA,BTS19,D0979,QUAD_QE,QE,"Doublet, EQuad A"
REA_BTS19:DCH_D0979,HCOR,0.000000,95.886728,0.055000,0.055000,REA,BTS19,D0979,DCH,DCH,"Ecorrector, X"
REA_BTS19:DCH_DFT_D0979,DRIFT,0.030342,95.901899,0.101850,0.101850,NONE,NONE,NONE,NONE,NONE,drift_118
REA_BTS19:QE_D0981,EQUAD,0.150000,95.992070,0.055000,0.055000,REA,BTS19,D0981,QUAD_QE,QE,"Doublet, Equad B"
REA_BTS19:CAV_D0983,CAV,0.000000,96.067070,0.020000,0.020000,REA,BTS19,D0983,MultiHarmonic Buncher (16.1MHz),CAV,MultiHarmonic Buncher (16.1MHz)
REA_BTS19:QE_D0985,EQUAD,0.150000,96.142070,0.055000,0.055000,REA,BTS19,D0985,QUAD_QE,QE,"Doublet, EQuad A"
REA_BTS19:QE_DFT_D0985,DRIFT,0.030342,96.232241,0.101850,0.101850,NONE,NONE,NONE,NONE,NONE,drift_122
REA_BTS19:QE_D0987,EQUAD,0.150000,96.322412,0.055000,0.055000,REA,BTS19,D0987,QUAD_QE,QE,"Doublet, Equad B"
REA_BTS19:DCHV_D0987,COR,0.000000,96.397412,0.055000,0.055000,REA,BTS19,D0987,DCHV,DCHV,"Ecorrectors, X-Y"
REA_BTS19:DCH_D0987,HCOR,0.000000,96.397412,0.055000,0.055000,REA,BTS19,D0987,DCHV,DCH,horiz. corrector magnet
REA_BTS19:DCV_D0987,VCOR,0.000000,96.397412,0.055000,0.055000,REA,BTS19,D0987,DCHV,DCV,vert. corrector magnet
REA_BTS19:DCHV_DFT_D0987,DRIFT,0.165400,96.480112,0.101850,0.101850,NONE,NONE,NONE,NONE,NONE,drift_125
REA_BTS19:CAV_D0990,CAV,0.200000,96.662812,0.015000,0.015000,REA,BTS19,D0990,MultiHarmonic Buncher,CAV,MultiHarmonic Buncher
REA_BTS19:CAV_DFT_D0990,DRIFT,0.212700,96.869162,0.101850,0.101850,NONE,NONE,NONE,NONE,NONE,drift_127
REA_BTS19:SOLR_D0996,SOL,0.250000,97.100512,0.025000,0.025000,REA,BTS19,D0996,SOL_SOL,SOLR,0.7T Solenoid
REA_BTS19:SOLR_DFT_D0996,DRIFT,0.000000,97.225512,0.025000,0.025000,NONE,NONE,NONE,NONE,NONE,BOX3
REA_BTS19:FC_D0999,FC,0.000000,97.225512,0.025000,0.025000,REA,BTS19,D0999,FC,FC,"Faraday Cup, Top"
REA_BTS19:VD_D0999,VD,0.000000,97.225512,0.025000,0.025000,REA,BTS19,D0999,VD,VD,Viewer Plate
REA_BTS19:DD_D0999,SLT,0.000000,97.225512,0.025000,0.025000,REA,BTS19,D0999,DD,DD,"45deg Slit Drive, Top-Right"
REA_BTS19:TID_D0999,SD,0.000000,97.225512,0.025000,0.025000,REA,BTS19,D0999,TID,TID,"Timing Detector, Bottom"
REA_RFQ:BGV_D0999,VALVE,0.035000,97.243012,0.076200,0.076200,REA,RFQ,D0999,NONE,BGV,Beamline Gate Valve
