PV,elemField_eng,elemField_phy,elemHandle,elemIndex,elemLength,elemName,elemPosition,elemType,machine,physicsName,physicsType,pvPolicy,,,,,,,
REA_CL01:PSOL_D1078:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0.25,REA_CL01:SOL_D1078,97.225512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CL01:RFC_D1082:E_CSET,AMP,AMPLITUDE ,setpoint,,0.2,REA_CL01:CAV_D1082,97.675512,CAV,LIVE,Cavity 4,Cavity 4,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1082:PHA_CSET,PHA,PHASE,setpoint,,0.2,REA_CL01:CAV_D1082,97.675512,CAV,LIVE,Cavity 4,Cavity 4,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1082:ILK_LTCH_ANY,ITLKSTS,INTERLOCK_STATUS,setpoint,,0.2,REA_CL01:CAV_D1082,97.675512,CAV,LIVE,Cavity 4,Cavity 4,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1082:E_RD_CAVS,AMP,AMPLITUDE ,readback,,0.2,REA_CL01:CAV_D1082,97.475512,CAV,LIVE,Cavity 4,Cavity 4,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1082:PHA_RD_CAVS,PHA,PHASE,readback,,0.2,REA_CL01:CAV_D1082,97.475512,CAV,LIVE,Cavity 4,Cavity 4,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1082:ILK_RSTS_ANY,LKSTS,LOCK_STATUS,readback,,0.2,REA_CL01:CAV_D1082,97.475512,CAV,LIVE,Cavity 4,Cavity 4,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CL01:RFC_D1084:E_CSET,AMP,AMPLITUDE ,setpoint,,0.2,REA_CL01:CAV_D1084,97.475512,CAV,LIVE,Cavity 5,Cavity 5,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1084:PHA_CSET,PHA,PHASE,setpoint,,0.2,REA_CL01:CAV_D1084,97.475512,CAV,LIVE,Cavity 5,Cavity 5,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1084:ILK_LTCH_ANY,ITLKSTS,INTERLOCK_STATUS,setpoint,,0.2,REA_CL01:CAV_D1084,97.475512,CAV,LIVE,Cavity 5,Cavity 5,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1084:E_RD_CAVS,AMP,AMPLITUDE ,readback,,0.2,REA_CL01:CAV_D1084,97.475512,CAV,LIVE,Cavity 5,Cavity 5,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1084:PHA_RD_CAVS,PHA,PHASE,readback,,0.2,REA_CL01:CAV_D1084,97.475512,CAV,LIVE,Cavity 5,Cavity 5,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1084:ILK_RSTS_ANY,LKSTS,LOCK_STATUS,readback,,0.2,REA_CL01:CAV_D1084,97.475512,CAV,LIVE,Cavity 5,Cavity 5,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CL01:SOL_D1088:I_CSET,I,B,setpoint,,0.25,REA_CL01:SOL_D1088,97.475512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:SOL_D1088:I_RD,I,B,readback,,0.25,REA_CL01:SOL_D1088,97.475512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:PSOL_D1088:ON_CMD,PWRSTS,POWER_STATUS,readback,,0.25,REA_CL01:SOL_D1088,97.475512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:PSOL_D1088:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0.25,REA_CL01:SOL_D1088,97.225512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CL01:DCH_D1088:I_CSET,I,TM,setpoint,,0,REA_CL01:DCH_D1088,97.475512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:DCH_D1088:I_RD,I,TM,readback,,0,REA_CL01:DCH_D1088,97.475512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:PSC2_D1088:ON_CMD,PWRSTS,POWER_STATUS,setpoint,,0,REA_CL01:DCH_D1088,97.475512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:PSC2_D1088:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0,REA_CL01:DCH_D1088,97.475512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CL01:DCV_D1088:I_CSET,I,TM,setpoint,,0,REA_CL01:DCV_D1088,97.475512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:DCV_D1088:I_RD,I,TM,readback,,0,REA_CL01:DCV_D1088,97.475512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:PSC1_D1088:ON_CMD,PWRSTS,POWER_STATUS,setpoint,,0,REA_CL01:DCV_D1088,97.475512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:PSC1_D1088:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0,REA_CL01:DCV_D1088,97.475512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CL01:RFC_D1091:E_CSET,AMP,AMPLITUDE,setpoint,,0.2,REA_CL01:CAV_D1091,97.675512,CAV,LIVE,Cavity 6,Cavity 6,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1091:PHA_CSET,PHA,PHASE,setpoint,,0.2,REA_CL01:CAV_D1091,97.675512,CAV,LIVE,Cavity 6,Cavity 6,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1091:ILK_LTCH_ANY,ITLKSTS,INTERLOCK_STATUS,setpoint,,0.2,REA_CL01:CAV_D1091,97.675512,CAV,LIVE,Cavity 6,Cavity 6,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1091:E_RD_CAVS,AMP,AMPLITUDE,readback,,0.2,REA_CL01:CAV_D1091,97.675512,CAV,LIVE,Cavity 6,Cavity 6,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1091:PHA_RD_CAVS,PHA,PHASE,readback,,0.2,REA_CL01:CAV_D1091,97.675512,CAV,LIVE,Cavity 6,Cavity 6,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CL01:RFC_D1091:ILK_RSTS_ANY,LKSTS,LOCK_STATUS,readback,,0.2,REA_CL01:CAV_D1091,97.675512,CAV,LIVE,Cavity 6,Cavity 6,DEFAULT,phantasy.sys.REA,phantasy.sub.CL01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CM01:RFC_D1102:E_CSET,AMP,AMPLITUDE ,setpoint,,0.2,REA_CM01:CAV_D1102,97.675512,CAV,LIVE,Cavity 7,Cavity 7,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1102:PHA_CSET,PHA,PHASE,setpoint,,0.2,REA_CM01:CAV_D1102,97.675512,CAV,LIVE,Cavity 7,Cavity 7,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1102:ILK_LTCH_ANY,ITLKSTS,INTERLOCK_STATUS,setpoint,,0.2,REA_CM01:CAV_D1102,97.675512,CAV,LIVE,Cavity 7,Cavity 7,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1102:E_RD_CAVS,AMP,AMPLITUDE ,readback,,0.2,REA_CM01:CAV_D1102,97.675512,CAV,LIVE,Cavity 7,Cavity 7,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1102:PHA_RD_CAVS,PHA,PHASE,readback,,0.2,REA_CM01:CAV_D1102,97.675512,CAV,LIVE,Cavity 7,Cavity 7,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1102:ILK_RSTS_ANY,LKSTS,LOCK_STATUS,readback,,0.2,REA_CM01:CAV_D1102,97.675512,CAV,LIVE,Cavity 7,Cavity 7,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CM01:DCH_D1106:I_CSET,I,TM,setpoint,,0,REA_CM01:DCH_D1106,97.475512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:DCH_D1106:I_RD,I,TM,readback,,0,REA_CM01:DCH_D1106,97.475512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:PSC2_D1106:ON_CMD,PWRSTS,POWER_STATUS,setpoint,,0,REA_CM01:DCH_D1106,97.475512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:PSC2_D1106:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0,REA_CM01:DCH_D1106,97.475512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CM01:DCV_D1106:I_CSET,I,TM,setpoint,,0,REA_CM01:DCV_D1106,97.475512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:DCV_D1106:I_RD,I,TM,readback,,0,REA_CM01:DCV_D1106,97.475512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:PSC1_D1106:ON_CMD,PWRSTS,POWER_STATUS,setpoint,,0,REA_CM01:DCV_D1106,97.475512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:PSC1_D1106:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0,REA_CM01:DCV_D1106,97.475512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CM01:SOL_D1106:I_CSET,I,B,setpoint,,0.25,REA_CM01:SOL_D1106,97.475512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:SOL_D1106:I_RD,I,B,readback,,0.25,REA_CM01:SOL_D1106,97.475512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:PSOL_D1106:ON_CMD,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_CM01:SOL_D1106,97.475512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:PSOL_D1106:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0.25,REA_CM01:SOL_D1106,97.475512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CM01:RFC_D1111:E_CSET,AMP,AMPLITUDE ,setpoint,,0.2,REA_CM01:CAV_D1111,97.675512,CAV,LIVE,Cavity 8,Cavity 8,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1111:PHA_CSET,PHA,PHASE,setpoint,,0.2,REA_CM01:CAV_D1111,97.675512,CAV,LIVE,Cavity 8,Cavity 8,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1111:ILK_LTCH_ANY,ITLKSTS,INTERLOCK_STATUS,readback,,0.2,REA_CM01:CAV_D1111,97.675512,CAV,LIVE,Cavity 8,Cavity 8,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1111:E_RD_CAVS,AMP,AMPLITUDE ,readback,,0.2,REA_CM01:CAV_D1111,98.675512,CAV,LIVE,Cavity 8,Cavity 8,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1111:PHA_RD_CAVS,PHA,PHASE,readback,,0.2,REA_CM01:CAV_D1111,99.675512,CAV,LIVE,Cavity 8,Cavity 8,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1111:ILK_RSTS_ANY,LKSTS,LOCK_STATUS,readback,,0.2,REA_CM01:CAV_D1111,100.675512,CAV,LIVE,Cavity 8,Cavity 8,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CM01:RFC_D1115:E_CSET,AMP,AMPLITUDE ,setpoint,,0.2,REA_CM01:CAV_D1115,102.675512,CAV,LIVE,Cavity 9,Cavity 9,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1115:PHA_CSET,PHA,PHASE,setpoint,,0.2,REA_CM01:CAV_D1115,103.675512,CAV,LIVE,Cavity 9,Cavity 9,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1115:ILK_LTCH_ANY,ITLKSTS,INTERLOCK_STATUS,readback,,0.2,REA_CM01:CAV_D1115,104.675512,CAV,LIVE,Cavity 9,Cavity 9,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1115:E_RD_CAVS,AMP,AMPLITUDE ,readback,,0.2,REA_CM01:CAV_D1115,105.675512,CAV,LIVE,Cavity 9,Cavity 9,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1115:PHA_RD_CAVS,PHA,PHASE,readback,,0.2,REA_CM01:CAV_D1115,106.675512,CAV,LIVE,Cavity 9,Cavity 9,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1115:ILK_RSTS_ANY,LKSTS,LOCK_STATUS,readback,,0.2,REA_CM01:CAV_D1115,107.675512,CAV,LIVE,Cavity 9,Cavity 9,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CM01:RFC_D1118:E_CSET,AMP,AMPLITUDE,setpoint,,0.2,REA_CM01:CAV_D1118,109.675512,CAV,LIVE,Cavity 10,Cavity 10,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1118:PHA_CSET,PHA,PHASE,setpoint,,0.2,REA_CM01:CAV_D1118,110.675512,CAV,LIVE,Cavity 10,Cavity 10,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1118:ILK_LTCH_ANY,ITLKSTS,INTERLOCK_STATUS,setpoint,,0.2,REA_CM01:CAV_D1118,111.675512,CAV,LIVE,Cavity 10,Cavity 10,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1118:E_RD_CAVS,AMP,AMPLITUDE,readback,,0.2,REA_CM01:CAV_D1118,112.675512,CAV,LIVE,Cavity 10,Cavity 10,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1118:PHA_RD_CAVS,PHA,PHASE,readback,,0.2,REA_CM01:CAV_D1118,113.675512,CAV,LIVE,Cavity 10,Cavity 10,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1118:ILK_RSTS_ANY,LKSTS,LOCK_STATUS,readback,,0.2,REA_CM01:CAV_D1118,114.675512,CAV,LIVE,Cavity 10,Cavity 10,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CM01:SOL_D1123:I_CSET,I,B,setpoint,,0.25,REA_CM01:SOL_D1123,116.675512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:SOL_D1123:I_RD,I,B,readback,,0.25,REA_CM01:SOL_D1123,117.675512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:PSOL_D1123:ON_CMD,PWRSTS,POWER_STATUS,setpoint,,0.25,REA_CM01:SOL_D1123,116.675512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:PSOL_D1123:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0.25,REA_CM01:SOL_D1123,117.675512,SOL,LIVE,0.7T Solenoid,SOL_SOL,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_CM01:DCH_D1123:I_CSET,I,TM,setpoint,,0,REA_CM01:DCH_D1123,119.675512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:DCH_D1123:I_RD,I,TM,readback,,0,REA_CM01:DCH_D1123,120.675512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:PSC2_D1123:ON_CMD,PWRSTS,POWER_STATUS,setpoint,,0,REA_CM01:DCH_D1123,119.675512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:PSC2_D1123:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0,REA_CM01:DCH_D1123,120.675512,HCOR,LIVE,horiz. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CM01:DCV_D1123:I_CSET,I,TM,setpoint,,0,REA_CM01:DCV_D1123,121.675512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:DCV_D1123:I_RD,I,TM,readback,,0,REA_CM01:DCV_D1123,122.675512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:PSC1_D1123:ON_CMD,PWRSTS,POWER_STATUS,setpoint,,0,REA_CM01:DCV_D1123,121.675512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:PSC1_D1123:ON_RSTS,PWRSTS,POWER_STATUS,readback,,0,REA_CM01:DCV_D1123,122.675512,VCOR,LIVE,vert. corrector magnet,DHCV,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
REA_CM01:RFC_D1127:E_CSET,AMP,AMPLITUDE ,setpoint,,0.2,REA_CM01:RFC_D1127,124.675512,CAV,LIVE,Cavity 11,Cavity 11,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1127:PHA_CSET,PHA,PHASE,setpoint,,0.2,REA_CM01:RFC_D1127,125.675512,CAV,LIVE,Cavity 11,Cavity 11,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1127:ILK_LTCH_ANY,ITLKSTS,INTERLOCK_STATUS,setpoint,,0.2,REA_CM01:RFC_D1127,126.675512,CAV,LIVE,Cavity 11,Cavity 11,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1127:E_RD_CAVS,AMP,AMPLITUDE ,readback,,0.2,REA_CM01:RFC_D1127,127.675512,CAV,LIVE,Cavity 11,Cavity 11,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1127:PHA_RD_CAVS,PHA,PHASE,readback,,0.2,REA_CM01:RFC_D1127,128.675512,CAV,LIVE,Cavity 11,Cavity 11,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1127:ILK_RSTS_ANY,LKSTS,LOCK_STATUS,readback,,0.2,REA_CM01:RFC_D1127,129.675512,CAV,LIVE,Cavity 11,Cavity 11,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CM01:RFC_D1131:E_CSET,AMP,AMPLITUDE ,setpoint,,0.2,REA_CM01:RFC_D1131,131.675512,CAV,LIVE,Cavity 12,Cavity 12,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1131:PHA_CSET,PHA,PHASE,setpoint,,0.2,REA_CM01:RFC_D1131,132.675512,CAV,LIVE,Cavity 12,Cavity 12,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1131:ILK_LTCH_ANY,ITLKSTS,INTERLOCK_STATUS,setpoint,,0.2,REA_CM01:RFC_D1131,133.675512,CAV,LIVE,Cavity 12,Cavity 12,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1131:E_RD_CAVS,AMP,AMPLITUDE ,readback,,0.2,REA_CM01:RFC_D1131,134.675512,CAV,LIVE,Cavity 12,Cavity 12,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1131:PHA_RD_CAVS,PHA,PHASE,readback,,0.2,REA_CM01:RFC_D1131,135.675512,CAV,LIVE,Cavity 12,Cavity 12,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1131:ILK_RSTS_ANY,LKSTS,LOCK_STATUS,readback,,0.2,REA_CM01:RFC_D1131,136.675512,CAV,LIVE,Cavity 12,Cavity 12,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
,,,,,,,,,,,,,,,,,,,
REA_CM01:RFC_D1135:E_CSET,AMP,AMPLITUDE ,setpoint,,0.2,REA_CM01:RFC_D1135,138.675512,CAV,LIVE,Cavity 12,Cavity 12,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
REA_CM01:RFC_D1135:PHA_CSET,PHA,PHASE,setpoint,,0.2,REA_CM01:RFC_D1135,139.675512,CAV,LIVE,Cavity 12,Cavity 12,DEFAULT,phantasy.sys.REA,phantasy.sub.CM01,BTS31,BTS33,BTS34,BTS45,BTS46
