----------------------------------------------------------------------
NAME                                        VAL                   HOST
FE_LEBT:DVE_D0833:V_RD                 0.026275      10.41.200.83:5064
FE_LEBT:DCH_D0840:I_CSET               0.000000      10.41.200.83:5064
FE_LEBT:DCH_D0840:I_RSET               0.000000      10.41.200.83:5064
FE_LEBT:DCH_D0840:I_RD                -0.002332      10.41.200.83:5064
FE_LEBT:DCV_D0840:I_CSET               0.000000      10.41.200.83:5064
FE_LEBT:DCV_D0840:I_RSET               0.000000      10.41.200.83:5064
FE_LEBT:DCV_D0840:I_RD                 0.011855      10.41.200.83:5064
FE_LEBT:QE_D0844:V_CSET             1375.560000      10.41.200.83:5064
FE_LEBT:QE_D0844:V_RSET                0.000000      10.41.200.83:5064
FE_LEBT:QE_D0844:V_RD                  0.038271      10.41.200.83:5064
FE_LEBT:QE_D0848:V_CSET            -2793.400000      10.41.200.83:5064
FE_LEBT:QE_D0848:V_RSET                0.000000      10.41.200.83:5064
FE_LEBT:QE_D0848:V_RD                  0.018397      10.41.200.83:5064
FE_LEBT:QE_D0851:V_CSET             2116.200000      10.41.200.83:5064
FE_LEBT:QE_D0851:V_RSET                0.000000      10.41.200.83:5064
FE_LEBT:QE_D0851:V_RD                 -0.011904      10.41.200.83:5064
FE_LEBT:PM_D0856:X_RD                      none         <disconnected>
FE_LEBT:PM_D0856:Y_RD                      none         <disconnected>
FE_LEBT:PM_D0856:XY_RD                     none         <disconnected>
FE_LEBT:PM_D0856:XRMS_RD                   none         <disconnected>
FE_LEBT:PM_D0856:YRMS_RD                   none         <disconnected>
FE_LEBT:PM_D0856:XYRMS_RD                  none         <disconnected>
FE_LEBT:DCH_D0868:I_CSET               0.000000      10.41.200.83:5064
FE_LEBT:DCH_D0868:I_RSET               0.000000      10.41.200.83:5064
FE_LEBT:DCH_D0868:I_RD                -0.012192      10.41.200.83:5064
FE_LEBT:DCV_D0868:I_CSET               0.000000      10.41.200.83:5064
FE_LEBT:DCV_D0868:I_RSET               0.000000      10.41.200.83:5064
FE_LEBT:DCV_D0868:I_RD                -0.008829      10.41.200.83:5064
FE_LEBT:QE_D0871:V_CSET            -1726.950000      10.41.200.83:5064
FE_LEBT:QE_D0871:V_RSET                0.000000      10.41.200.83:5064
FE_LEBT:QE_D0871:V_RD                  0.008715      10.41.200.83:5064
FE_LEBT:QE_D0874:V_CSET             2862.110000      10.41.200.83:5064
FE_LEBT:QE_D0874:V_RSET                0.000000      10.41.200.83:5064
FE_LEBT:QE_D0874:V_RD                 -0.000782      10.41.200.83:5064
FE_LEBT:QE_D0878:V_CSET             -850.851000      10.41.200.83:5064
FE_LEBT:QE_D0878:V_RSET                0.000000      10.41.200.83:5064
FE_LEBT:QE_D0878:V_RD                  0.013509      10.41.200.83:5064
FE_LEBT:DCH_D0880:I_CSET               0.000000      10.41.200.83:5064
FE_LEBT:DCH_D0880:I_RSET               0.000000      10.41.200.83:5064
FE_LEBT:DCH_D0880:I_RD                -0.021678      10.41.200.83:5064
FE_LEBT:DCV_D0880:I_CSET               0.000000      10.41.200.83:5064
FE_LEBT:DCV_D0880:I_RSET               0.000000   steiner-ioc.cts:5064
FE_LEBT:DCV_D0880:I_RD                 0.047236      10.41.200.83:5064
FE_LEBT:PM_D0885:X_RD                      none         <disconnected>
FE_LEBT:PM_D0885:Y_RD                      none         <disconnected>
FE_LEBT:PM_D0885:XY_RD                     none         <disconnected>
FE_LEBT:PM_D0885:XRMS_RD                   none         <disconnected>
FE_LEBT:PM_D0885:YRMS_RD                   none         <disconnected>
FE_LEBT:PM_D0885:XYRMS_RD                  none         <disconnected>
FE_LEBT:QE_D0891:V_CSET             -850.851000   steiner-ioc.cts:5064
FE_LEBT:QE_D0891:V_RSET                0.000000      10.41.200.83:5064
FE_LEBT:QE_D0891:V_RD                  0.017592      10.41.200.83:5064
FE_LEBT:QE_D0895:V_CSET             2862.110000      10.41.200.83:5064
FE_LEBT:QE_D0895:V_RSET                0.000000      10.41.200.83:5064
FE_LEBT:QE_D0895:V_RD                  0.001886      10.41.200.83:5064
FE_LEBT:QE_D0898:V_CSET            -1726.950000      10.41.200.83:5064
FE_LEBT:QE_D0898:V_RSET                0.000000      10.41.200.83:5064
FE_LEBT:QE_D0898:V_RD                 -0.004347      10.41.200.83:5064
FE_LEBT:DCH_D0901:I_CSET               0.000000      10.41.200.83:5064
FE_LEBT:DCH_D0901:I_RSET               0.000000      10.41.200.83:5064
FE_LEBT:DCH_D0901:I_RD                 0.057467      10.41.200.83:5064
FE_LEBT:DCV_D0901:I_CSET               0.000000      10.41.200.83:5064
FE_LEBT:DCV_D0901:I_RSET               0.000000      10.41.200.83:5064
FE_LEBT:DCV_D0901:I_RD                 0.010255      10.41.200.83:5064
FE_LEBT:PM_D0912:X_RD                      none         <disconnected>
FE_LEBT:PM_D0912:Y_RD                      none         <disconnected>
FE_LEBT:PM_D0912:XY_RD                     none         <disconnected>
FE_LEBT:PM_D0912:XRMS_RD                   none         <disconnected>
FE_LEBT:PM_D0912:YRMS_RD                   none         <disconnected>
FE_LEBT:PM_D0912:XYRMS_RD                  none         <disconnected>
FE_LEBT:QE_D0918:V_CSET             2116.220000      10.41.200.83:5064
FE_LEBT:QE_D0918:V_RSET                0.000000      10.41.200.83:5064
FE_LEBT:QE_D0918:V_RD                 -0.016950      10.41.200.83:5064
FE_LEBT:QE_D0921:V_CSET            -2793.410000      10.41.200.83:5064
FE_LEBT:QE_D0921:V_RSET                0.000000      10.41.200.83:5064
FE_LEBT:QE_D0921:V_RD                 -0.024678      10.41.200.83:5064
FE_LEBT:QE_D0924:V_CSET             1375.540000      10.41.200.83:5064
FE_LEBT:QE_D0924:V_RSET                0.000000      10.41.200.83:5064
FE_LEBT:QE_D0924:V_RD                 -0.020573      10.41.200.83:5064
FE_LEBT:DCH_D0929:I_CSET               0.000000      10.41.200.83:5064
FE_LEBT:DCH_D0929:I_RSET               0.000000      10.41.200.83:5064
FE_LEBT:DCH_D0929:I_RD                 0.018590      10.41.200.83:5064
FE_LEBT:DCV_D0929:I_CSET               0.000000      10.41.200.83:5064
FE_LEBT:DCV_D0929:I_RSET               0.000000      10.41.200.83:5064
FE_LEBT:DCV_D0929:I_RD                -0.009021      10.41.200.83:5064
FE_LEBT:DVE_D0936:V_CSET             484.373000   steiner-ioc.cts:5064
FE_LEBT:DVE_D0936:V_RSET               0.000000      10.41.200.83:5064
FE_LEBT:DVE_D0936:V_RD                -0.019434      10.41.200.83:5064
FE_LEBT:PM_D0945:X_RD                      none         <disconnected>
FE_LEBT:PM_D0945:Y_RD                      none         <disconnected>
FE_LEBT:PM_D0945:XY_RD                     none         <disconnected>
FE_LEBT:PM_D0945:XRMS_RD                   none         <disconnected>
FE_LEBT:PM_D0945:YRMS_RD                   none         <disconnected>
FE_LEBT:PM_D0945:XYRMS_RD                  none         <disconnected>
FE_LEBT:DCH_D0948:I_CSET               0.000000      10.41.200.83:5064
FE_LEBT:DCH_D0948:I_RSET               0.000000      10.41.200.83:5064
FE_LEBT:DCH_D0948:I_RD                 0.028276      10.41.200.83:5064
FE_LEBT:DCV_D0948:I_CSET               0.000000      10.41.200.83:5064
FE_LEBT:DCV_D0948:I_RSET               0.000000      10.41.200.83:5064
FE_LEBT:DCV_D0948:I_RD                 0.058251   steiner-ioc.cts:5064
FE_LEBT:SOLR_D0951:I_CSET              0.000000      10.41.200.83:5064
FE_LEBT:SOLR_D0951:I_RSET              0.000000      10.41.200.83:5064
FE_LEBT:SOLR_D0951:I_RD               -0.019069      10.41.200.83:5064
FE_LEBT:PM_D0961:X_RD                      none         <disconnected>
FE_LEBT:PM_D0961:Y_RD                      none         <disconnected>
FE_LEBT:PM_D0961:XY_RD                     none         <disconnected>
FE_LEBT:PM_D0961:XRMS_RD                   none         <disconnected>
FE_LEBT:PM_D0961:YRMS_RD                   none         <disconnected>
FE_LEBT:PM_D0961:XYRMS_RD                  none         <disconnected>
FE_LEBT:DCH_D0964:I_CSET               0.000000      10.41.200.83:5064
FE_LEBT:DCH_D0964:I_RSET               0.000000      10.41.200.83:5064
FE_LEBT:DCH_D0964:I_RD                 0.038955      10.41.200.83:5064
FE_LEBT:DCV_D0964:I_CSET               0.000000      10.41.200.83:5064
FE_LEBT:DCV_D0964:I_RSET               0.000000      10.41.200.83:5064
FE_LEBT:DCV_D0964:I_RD                 0.021394      10.41.200.83:5064
FE_LEBT:SOLR_D0967:I_CSET              0.000000      10.41.200.83:5064
FE_LEBT:SOLR_D0967:I_RSET              0.000000      10.41.200.83:5064
FE_LEBT:SOLR_D0967:I_RD                0.083342      10.41.200.83:5064
FE_LEBT:PM_D0972:X_RD                      none         <disconnected>
FE_LEBT:PM_D0972:Y_RD                      none         <disconnected>
FE_LEBT:PM_D0972:XY_RD                     none         <disconnected>
FE_LEBT:PM_D0972:XRMS_RD                   none         <disconnected>
FE_LEBT:PM_D0972:YRMS_RD                   none         <disconnected>
FE_LEBT:PM_D0972:XYRMS_RD                  none         <disconnected>
FE_LEBT:DCH_D0979:I_CSET               0.000000   steiner-ioc.cts:5064
FE_LEBT:DCH_D0979:I_RSET               0.000000      10.41.200.83:5064
FE_LEBT:DCH_D0979:I_RD                 0.020628      10.41.200.83:5064
FE_LEBT:DCV_D0979:I_CSET               0.000000      10.41.200.83:5064
FE_LEBT:DCV_D0979:I_RSET               0.000000      10.41.200.83:5064
FE_LEBT:DCV_D0979:I_RD                 0.029746      10.41.200.83:5064
FE_LEBT:SOLR_D0982:I_CSET              0.000000      10.41.200.83:5064
FE_LEBT:SOLR_D0982:I_RSET              0.000000      10.41.200.83:5064
FE_LEBT:SOLR_D0982:I_RD               -0.012643      10.41.200.83:5064
FE_LEBT:PM_D0986:X_RD                      none         <disconnected>
FE_LEBT:PM_D0986:Y_RD                      none         <disconnected>
FE_LEBT:PM_D0986:XY_RD                     none         <disconnected>
FE_LEBT:PM_D0986:XRMS_RD                   none         <disconnected>
FE_LEBT:PM_D0986:YRMS_RD                   none         <disconnected>
FE_LEBT:PM_D0986:XYRMS_RD                  none         <disconnected>
----------------------------------------------------------------------
