name,type,L,s,apx,apy,system,subsystem,inst,dtype,device,desc
FE_MEBT:Q_D1074,QUAD,0.100000,107.399566,0.047500,0.047500,FE,MEBT,D1074,QUAD_Q8,Q,"quad, triplet 2-1"
FE_MEBT:Q_DFT_D1074,DRIFT,0.100000,107.499566,0.047500,0.047500,NONE,NONE,NONE,NONE,NONE,drift_315
FE_MEBT:Q_D1076,QUAD,0.150000,107.624566,0.047500,0.047500,FE,MEBT,D1076,QUAD_Q9,Q,"quad, triplet 2-2"
FE_MEBT:Q_DFT_D1076,DRIFT,0.100000,107.749566,0.047500,0.047500,NONE,NONE,NONE,NONE,NONE,drift_317
FE_MEBT:Q_D1078,QUAD,0.100000,107.849566,0.047500,0.047500,FE,MEBT,D1078,QUAD_Q10,Q,"quad+steerers, triplet 2-3"
FE_MEBT:DCHV_D1078,COR,0.000000,107.899566,0.047500,0.047500,FE,MEBT,D1078,Q10,DCHV,"quad+steerers, triplet 2-3"
FE_MEBT:DCH_D1078,HCOR,0.000000,107.899566,0.047500,0.047500,FE,MEBT,D1078,Q10,DCH,horiz. corrector magnet
FE_MEBT:DCV_D1078,VCOR,0.000000,107.899566,0.047500,0.047500,FE,MEBT,D1078,Q10,DCV,vert. corrector magnet
FE_MEBT:DCHV_DFT_D1078,DRIFT,0.697234,108.248183,0.047500,0.047500,NONE,NONE,NONE,NONE,NONE,drift_321
FE_MEBT:DH_D1086,BEND,0.000000,108.596800,0.040000,0.040000,FE,MEBT,D1086,BEND_D6,DH,"dipole-45deg, D6 (straight leg)"
FE_MEBT:DH_DFT_D1086,DRIFT,0.562001,108.877800,0.040000,0.040000,NONE,NONE,NONE,NONE,NONE,drift_323
FE_MEBT:PM_D1092,PM,0.000000,109.158800,0.040000,0.040000,FE,MEBT,D1092,PM_S,PM,profile monitor (small fork)
FE_MEBT:IP_D1092,PORT,0.000000,109.158800,0.040000,0.040000,FE,MEBT,D1092,IP_S,IP,"ion pump, 75 l/s"
FE_MEBT:IP_DFT_D1092,DRIFT,0.226409,109.272005,0.040000,0.040000,NONE,NONE,NONE,NONE,NONE,bellow ?
FE_MEBT:BPM_D1094,BPM,0.000000,109.385210,0.040000,0.040000,FE,MEBT,D1094,BPM1,BPM,position monitor
FE_MEBT:BPM_DFT_D1094,DRIFT,0.106629,109.438524,0.040000,0.040000,NONE,NONE,NONE,NONE,NONE,drift_328
FE_MEBT:Q_D1095,QUAD,0.100000,109.541838,0.047500,0.047500,FE,MEBT,D1095,QUAD_Q8,Q,"quad, triplet 3-1"
FE_MEBT:Q_DFT_D1095,DRIFT,0.100000,109.641838,0.047500,0.047500,NONE,NONE,NONE,NONE,NONE,drift_331
FE_MEBT:Q_D1098,QUAD,0.150000,109.766838,0.047500,0.047500,FE,MEBT,D1098,QUAD_Q9,Q,"quad, triplet 3-2"
FE_MEBT:Q_DFT_D1098,DRIFT,0.100000,109.891838,0.047500,0.047500,NONE,NONE,NONE,NONE,NONE,drift_333
FE_MEBT:Q_D1100,QUAD,0.100000,109.991838,0.047500,0.047500,FE,MEBT,D1100,QUAD_Q10,Q,"quad+steerers, triplet 3-3"
FE_MEBT:DCHV_D1100,COR,0.000000,110.041838,0.047500,0.047500,FE,MEBT,D1100,Q10,DCHV,"quad+steerers, triplet 3-3"
FE_MEBT:DCH_D1100,HCOR,0.000000,110.041838,0.047500,0.047500,FE,MEBT,D1100,Q10,DCH,horiz. corrector magnet
FE_MEBT:DCV_D1100,VCOR,0.000000,110.041838,0.047500,0.047500,FE,MEBT,D1100,Q10,DCV,vert. corrector magnet
FE_MEBT:DCHV_DFT_D1100,DRIFT,0.170643,110.127160,0.047500,0.047500,NONE,NONE,NONE,NONE,NONE,drift_336
FE_MEBT:FC_D1102,FC,0.000000,110.212481,0.040000,0.040000,FE,MEBT,D1102,FC3,FC,beam stopper / faraday cup
FE_MEBT:FFC_D1102,FC,0.000000,110.212481,0.040000,0.040000,FE,MEBT,D1102,LPM1,FFC,fast faraday cup
FE_MEBT:IP_D1102,PORT,0.000000,110.212481,0.040000,0.040000,FE,MEBT,D1102,IP_S,IP,"ion pump, 75 l/s"
FE_MEBT:IP_DFT_D1102,DRIFT,0.113028,110.268995,0.040000,0.040000,NONE,NONE,NONE,NONE,NONE,drift_340
FE_MEBT:GV_D1104,VALVE,0.060711,110.355864,0.040000,0.040000,FE,MEBT,D1104,NONE,GV,gate valve
FE_MEBT:GV_DFT_D1104,DRIFT,0.193306,110.482873,0.040000,0.040000,NONE,NONE,NONE,NONE,NONE,drift_342
FE_MEBT:CAV_D1107,CAV,0.300000,110.729525,0.030000,0.030000,FE,MEBT,D1107,rebuncher,CAV,rebuncher
FE_MEBT:IP_D1107,PORT,0.000000,110.889525,0.030000,0.030000,FE,MEBT,D1109,IP_L,IP,"ion pump, 300 l/s"
FE_MEBT:IP_DFT_D1109,DRIFT,0.220621,110.989836,0.040000,0.040000,NONE,NONE,NONE,NONE,NONE,bellow+tube
FE_MEBT:BPM_D1111,BPM,0.000000,111.100147,0.040000,0.040000,FE,MEBT,D1111,BPM1,BPM,position monitor
FE_MEBT:BPM_DFT_D1111,DRIFT,0.106629,111.153461,0.040000,0.040000,NONE,NONE,NONE,NONE,NONE,drift_347
FE_MEBT:Q_D1113,QUAD,0.100000,111.256775,0.047500,0.047500,FE,MEBT,D1113,QUAD_Q8,Q,"quad, triplet 4-1"
FE_MEBT:Q_DFT_D1113,DRIFT,0.100000,111.356775,0.047500,0.047500,NONE,NONE,NONE,NONE,NONE,drift_350
FE_MEBT:Q_D1115,QUAD,0.150000,111.481775,0.047500,0.047500,FE,MEBT,D1115,QUAD_Q9,Q,"quad, triplet 4-2"
FE_MEBT:Q_DFT_D1115,DRIFT,0.100000,111.606775,0.047500,0.047500,NONE,NONE,NONE,NONE,NONE,drift_352
FE_MEBT:Q_D1117,QUAD,0.100000,111.706775,0.047500,0.047500,FE,MEBT,D1117,QUAD_Q10,Q,"quad+steerers, triplet 4-3"
FE_MEBT:DCHV_D1117,COR,0.000000,111.756775,0.047500,0.047500,FE,MEBT,D1117,Q10,DCHV,"quad+steerers, triplet 4-3"
FE_MEBT:DCH_D1117,HCOR,0.000000,111.756775,0.047500,0.047500,FE,MEBT,D1117,Q10,DCH,horiz. corrector magnet
FE_MEBT:DCV_D1117,VCOR,0.000000,111.756775,0.047500,0.047500,FE,MEBT,D1117,Q10,DCV,vert. corrector magnet
FE_MEBT:DCHV_DFT_D1117,DRIFT,0.057610,111.785580,0.040000,0.040000,NONE,NONE,NONE,NONE,NONE,bellow
FE_MEBT:FAV_D1118,VALVE,0.056602,111.842686,0.040000,0.040000,FE,MEBT,D1118,NONE,FAV,fast valve
FE_MEBT:FAV_DFT_D1118,DRIFT,0.117478,111.929726,0.040000,0.040000,NONE,NONE,NONE,NONE,NONE,drift_358
FE_MEBT:BCM_D1120,BCM,0.040000,112.008465,0.040000,0.040000,FE,MEBT,D1120,BCM2,BCM,AC current transformer
FE_MEBT:BCM_DFT_D1120,DRIFT,0.113030,112.084980,0.040000,0.040000,NONE,NONE,NONE,NONE,NONE,drift_362
FE_MEBT:IP_D1121,PORT,0.000000,112.141495,0.040000,0.040000,FE,MEBT,D1121,IP_S,IP,"ion pump, 75 l/s"
FE_MEBT:IP_DFT_D1121_1,DRIFT,0.230503,112.256747,0.040000,0.040000,NONE,NONE,NONE,NONE,NONE,drift_364
FE_MEBT:IP_DFT_D1121_2,DRIFT,-0.000003,112.371997,0.040000,0.040000,NONE,NONE,NONE,NONE,NONE,drift_365
