name,type,L,s,apx,apy,system,subsystem,inst,dtype,device,desc
FS1_CSS:FAVS_D2315,VALVE,0.000000,231.452922,0.040000,0.040000,FS1,CSS,D2315,NONE,FAVS,fast valve sensor
FS1_CSS:FAVS_DFT_D2315_1,DRIFT,0.131216,231.518530,0.040000,0.040000,NONE,NONE,NONE,NONE,NONE,bellow
FS1_CSS:FAVS_DFT_D2315_2,DRIFT,0.017429,231.592853,0.040000,0.040000,NONE,NONE,NONE,NONE,NONE,drift_1419
FS1_CSS:CLLM_D2316,CLLM,0.000000,231.601567,0.040000,0.040000,FS1,CSS,D2316,CF1,CLLM,"collimation flange, R=15 mm"
FS1_CSS:CLLM_DFT_D2316_1,DRIFT,0.096757,231.649946,0.040000,0.040000,NONE,NONE,NONE,NONE,NONE,drift_1421
FS1_CSS:CLLM_DFT_D2316_2,DRIFT,0.100000,231.748324,0.040000,0.040000,NONE,NONE,NONE,NONE,NONE,drift_1422
FS1_MGB01:GV_D2318,VALVE,0.057404,231.827026,0.040000,0.040000,FS1,MGB01,D2318,NONE,GV,gate valve
FS1_MGB01:CAV_D2320,CAV,0.318325,232.014891,0.036000,0.036000,FS1,MGB01,D2320,CAV_B19,CAV,b19 resonator 1 1/4
FS1_MGB01:IP_D2322,PORT,0.000000,232.174054,0.036000,0.036000,FS1,MGB01,D2322,IP_L,IP,"ion pump, ? l/s"
FS1_MGB01:CAV_D2323,CAV,0.318325,232.333216,0.036000,0.036000,FS1,MGB01,D2323,CAV_B19,CAV,b19 resonator 1 2/4
FS1_MGB01:CAV_D2325,CAV,0.000000,232.492379,0.036000,0.036000,FS1,MGB01,D2325,rf coupler,CAV,rf coupler
FS1_MGB01:CAV_D2327,CAV,0.318325,232.651542,0.036000,0.036000,FS1,MGB01,D2327,CAV_B19,CAV,b19 resonator 1 3/4
FS1_MGB01:TMP_D2330,PORT,0.000000,232.810705,0.036000,0.036000,FS1,MGB01,D2328,TMP_L,TMP,"turbo pump, ? l/s"
FS1_MGB01:CAV_D2330,CAV,0.318325,232.969867,0.036000,0.036000,FS1,MGB01,D2330,CAV_B19,CAV,b19 resonator 1 4/4
FS1_MGB01:GV_D2332,VALVE,0.057404,233.157732,0.040000,0.040000,FS1,MGB01,D2332,NONE,GV,gate valve
FS1_MGB01:GV_DFT_D2332_1,DRIFT,0.917607,233.645238,0.040000,0.040000,NONE,NONE,NONE,NONE,NONE,drift_1435
FS1_MGB01:GV_DFT_D2332_2,DRIFT,0.152000,234.180041,0.040000,0.040000,NONE,NONE,NONE,NONE,NONE,bellow
FS1_MGB01:GV_DFT_D2332_3,DRIFT,0.000000,234.256041,0.040000,0.040000,NONE,NONE,NONE,NONE,NONE,vacuum box
FS1_CSS:FAVS_D2343,VALVE,0.000000,234.256041,0.040000,0.040000,FS1,CSS,D2343,NONE,FAVS,fast valve sensor
FS1_CSS:FAVS_DFT_D2343,DRIFT,0.000000,234.256041,0.040000,0.040000,NONE,NONE,NONE,NONE,NONE,vacuum box
FS1_CSS:IP_D2343,PORT,0.000000,234.256041,0.040000,0.040000,FS1,CSS,D2343,IP_S,IP,"ion pump, 75 l/s"
FS1_CSS:IP_DFT_D2343_1,DRIFT,0.132000,234.322041,0.040000,0.040000,NONE,NONE,NONE,NONE,NONE,bellow
FS1_CSS:IP_DFT_D2343_2,DRIFT,0.001052,234.388567,0.040000,0.040000,NONE,NONE,NONE,NONE,NONE,drift_1442
FS1_CSS:IP_DFT_D2343_3,DRIFT,0.015594,234.396890,0.040000,0.040000,NONE,NONE,NONE,NONE,NONE,drift_1443
FS1_CSS:CLLM_D2344,CLLM,0.000000,234.404687,0.040000,0.040000,FS1,CSS,D2344,CF1,CLLM,"collimation flange, R=15 mm"
FS1_CSS:CLLM_DFT_D2344_1,DRIFT,0.309582,234.559478,0.040000,0.040000,NONE,NONE,NONE,NONE,NONE,drift_1445
FS1_CSS:CLLM_DFT_D2344_2,DRIFT,0.069596,234.749067,0.040000,0.040000,NONE,NONE,NONE,NONE,NONE,drift_1448
FS1_CSS:FAV_D2348,VALVE,0.067196,234.817463,0.040000,0.040000,FS1,CSS,D2348,NONE,FAV,fast valve
FS1_CSS:FAV_DFT_D2348,DRIFT,0.147240,234.924681,0.040000,0.040000,NONE,NONE,NONE,NONE,NONE,drift_1450
FS1_CSS:DCHV_D2351,COR,0.200000,235.098301,0.050000,0.050000,FS1,CSS,D2351,C2,DCHV,"correctors-X,Y"
FS1_CSS:DCH_D2351,HCOR,0.000000,235.098301,0.050000,0.050000,FS1,CSS,D2351,C2,DCH,horiz. corrector magnet
FS1_CSS:DCV_D2351,VCOR,0.000000,235.098301,0.050000,0.050000,FS1,CSS,D2351,C2,DCV,vert. corrector magnet
FS1_CSS:DCHV_DFT_D2351,DRIFT,0.106701,235.251652,0.050000,0.050000,NONE,NONE,NONE,NONE,NONE,drift_1452
FS1_CSS:BCM_D2353,BCM,0.000000,235.305002,0.050000,0.050000,FS1,CSS,D2353,BCM2,BCM,AC current transformer
FS1_CSS:BCM_DFT_D2353,DRIFT,0.143299,235.376652,0.050000,0.050000,NONE,NONE,NONE,NONE,NONE,drift_1454
FS1_CSS:QH_D2356,QUAD,0.250000,235.573301,0.050000,0.050000,FS1,CSS,D2356,QUAD_Q1,QH,quadrupole-X
FS1_CSS:QH_DFT_D2356_1,DRIFT,0.047000,235.721801,0.050000,0.050000,NONE,NONE,NONE,NONE,NONE,coil out
FS1_CSS:QH_DFT_D2356_2,DRIFT,0.191168,235.840885,0.050000,0.050000,NONE,NONE,NONE,NONE,NONE,drift_1457
FS1_CSS:CLLM_D2359,CLLM,0.000000,235.936469,0.050000,0.050000,FS1,CSS,D2359,CF1,CLLM,"collimation flange, R=15 mm"
FS1_CSS:CLLM_DFT_D2359_1,DRIFT,0.038832,235.955885,0.050000,0.050000,NONE,NONE,NONE,NONE,NONE,drift_1459
FS1_CSS:CLLM_DFT_D2359_2,DRIFT,0.098000,236.024301,0.050000,0.050000,NONE,NONE,NONE,NONE,NONE,coil out + leads
FS1_CSS:QH_D2362,QUAD,0.250000,236.198301,0.050000,0.050000,FS1,CSS,D2362,QUAD_Q1,QH,quadrupole-X
FS1_CSS:QH_DFT_D2362,DRIFT,0.300000,236.473301,0.050000,0.050000,NONE,NONE,NONE,NONE,NONE,drift_1464
FS1_CSS:DCHV_D2367,COR,0.200000,236.723301,0.050000,0.050000,FS1,CSS,D2367,C2,DCHV,"correctors-X,Y"
FS1_CSS:DCH_D2367,HCOR,0.000000,236.723301,0.050000,0.050000,FS1,CSS,D2367,C2,DCH,horiz. corrector magnet
FS1_CSS:DCV_D2367,VCOR,0.000000,236.723301,0.050000,0.050000,FS1,CSS,D2367,C2,DCV,vert. corrector magnet
FS1_CSS:DCHV_DFT_D2367,DRIFT,-0.012150,236.817226,0.050000,0.050000,NONE,NONE,NONE,NONE,NONE,drift_1466
FS1_CSS:BPM_D2369,BPM,0.137000,236.879651,0.047500,0.047500,FS1,CSS,D2369,BPM3b,BPM,position monitor
FS1_CSS:BPM_DFT_D2369,DRIFT,0.125150,237.010726,0.047500,0.047500,NONE,NONE,NONE,NONE,NONE,drift_1468
FS1_CSS:QV_D2372,QUAD,0.250000,237.198301,0.050000,0.050000,FS1,CSS,D2372,QUAD_Q1,QV,quadrupole-Y
FS1_CSS:QV_DFT_D2372,DRIFT,0.250000,237.448301,0.050000,0.050000,NONE,NONE,NONE,NONE,NONE,drift_1470
FS1_CSS:QH_D2377,QUAD,0.250000,237.698301,0.050000,0.050000,FS1,CSS,D2377,QUAD_Q1,QH,quadrupole-X
FS1_CSS:QH_DFT_D2377,DRIFT,0.145000,237.895801,0.050000,0.050000,NONE,NONE,NONE,NONE,NONE,drift_1472
FS1_CSS:DCHV_D2381,COR,0.200000,238.068301,0.050000,0.050000,FS1,CSS,D2381,C2,DCHV,"correctors-X,Y"
FS1_CSS:DCH_D2381,HCOR,0.000000,238.068301,0.050000,0.050000,FS1,CSS,D2381,C2,DCH,horiz. corrector magnet
FS1_CSS:DCV_D2381,VCOR,0.000000,238.068301,0.050000,0.050000,FS1,CSS,D2381,C2,DCV,vert. corrector magnet
FS1_CSS:DCHV_DFT_D2381_1,DRIFT,0.059488,238.198045,0.050000,0.050000,NONE,NONE,NONE,NONE,NONE,drift_1474
FS1_CSS:DCHV_DFT_D2381_2,DRIFT,0.103502,238.279540,0.050000,0.050000,NONE,NONE,NONE,NONE,NONE,bellow
FS1_CSS:BPM_D2383,BPM,0.000000,238.331291,0.047500,0.047500,FS1,CSS,D2383,BPM3a,BPM,position monitor
FS1_CSS:BPM_DFT_D2383,DRIFT,0.145282,238.403932,0.047500,0.047500,NONE,NONE,NONE,NONE,NONE,diagnostic box
FS1_CSS:PM_D2385,PM,0.000000,238.476573,0.047500,0.047500,FS1,CSS,D2385,PM_S,PM,profile monitor (small fork)
FS1_CSS:PM_DFT_D2385,DRIFT,0.000000,238.476573,0.047500,0.047500,NONE,NONE,NONE,NONE,NONE,diagnostic box
FS1_CSS:FAVS_D2385,VALVE,0.000000,238.476573,0.047500,0.047500,FS1,CSS,D2385,NONE,FAVS,fast valve sensor
FS1_CSS:IP_D2384,PORT,0.000000,238.476573,0.047500,0.047500,FS1,CSS,D2385,IP_S,IP,"ion pump, 75 l/s"
FS1_CSS:IP_D2385,PORT,0.000000,238.476573,0.047500,0.047500,FS1,CSS,D2385,IP_S,IP,"ion pump, 75 l/s"
FS1_CSS:IP_DFT_D2385,DRIFT,0.122385,238.537766,0.047500,0.047500,NONE,NONE,NONE,NONE,NONE,bellow
FS1_CSS:GV_D2386,VALVE,0.075000,238.636458,0.063000,0.063000,FS1,CSS,D2386,NONE,GV,gate valve
FS1_CSS:GV_DFT_D2386,DRIFT,0.184218,238.766067,0.063000,0.063000,NONE,NONE,NONE,NONE,NONE,drift_1485
FS1_BBS:DH_D2394,BEND,1.040653,239.378502,0.140000,0.040000,FS1,BBS,D2394,BEND_D2,DH,"dipole-45deg, D2-1"
FS1_BBS:DH_DFT_D2394,DRIFT,0.630000,240.213828,0.140000,0.040000,NONE,NONE,NONE,NONE,NONE,drift_1487
FS1_BBS:SLH_D2405,SLT,0.000000,240.528828,0.140000,0.040000,FS1,BBS,D2405,,SLH,charge selection slit high power
FS1_BBS:TMP_D2405,PORT,0.000000,240.528828,0.140000,0.040000,FS1,BBS,D2405,TMP_L,TMP,turbo pump 2050 l/s
FS1_BBS:TMP_DFT_D2405,DRIFT,0.580000,240.818828,0.140000,0.040000,NONE,NONE,NONE,NONE,NONE,drift_1491
FS1_BBS:DCHV_D2412,COR,0.200000,241.208828,0.140000,0.140000,FS1,BBS,D2412,C1,DCHV,"correctors-X,Y"
FS1_BBS:DCH_D2412,HCOR,0.000000,241.208828,0.140000,0.140000,FS1,BBS,D2412,C1,DCH,horiz. corrector magnet
FS1_BBS:DCV_D2412,VCOR,0.000000,241.208828,0.140000,0.140000,FS1,BBS,D2412,C1,DCV,vert. corrector magnet
FS1_BBS:DCHV_DFT_D2412,DRIFT,0.150000,241.383828,0.140000,0.140000,NONE,NONE,NONE,NONE,NONE,drift_1493
FS1_BBS:QH_D2416,QUAD,0.250000,241.583828,0.140000,0.040000,FS1,BBS,D2416,QUAD_Q6,QH,"quadrupole-X, B1"
FS1_BBS:QH_DFT_D2416,DRIFT,0.140000,241.778828,0.140000,0.040000,NONE,NONE,NONE,NONE,NONE,drift_1496
FS1_BBS:S_D2419,SEXT,0.150000,241.923828,0.140000,0.140000,FS1,BBS,D2419,H3,S,hexapole-X+
FS1_BBS:S_DFT_D2419,DRIFT,0.106181,242.051919,0.140000,0.140000,NONE,NONE,NONE,NONE,NONE,drift_1498
FS1_BBS:BPM_D2421,BPM,0.084138,242.147078,0.145000,0.062000,FS1,BBS,D2421,BPM5,BPM,position monitor 142x42
FS1_BBS:BPM_DFT_D2421,DRIFT,0.119681,242.248988,0.145000,0.062000,NONE,NONE,NONE,NONE,NONE,drift_1500
FS1_BBS:QV_D2424,QUAD,0.250000,242.433828,0.140000,0.040000,FS1,BBS,D2424,QUAD_Q6,QV,"quadrupole-Y, B1"
FS1_BBS:QV_DFT_D2424,DRIFT,0.403223,242.760440,0.140000,0.040000,NONE,NONE,NONE,NONE,NONE,drift_1502
FS1_BBS:DH_D2435,BEND,1.040653,243.482378,0.140000,0.040000,FS1,BBS,D2435,BEND_D2,DH,"dipole-45deg, D2-2"
FS1_BBS:DH_DFT_D2435,DRIFT,0.389042,244.197225,0.140000,0.040000,NONE,NONE,NONE,NONE,NONE,drift_1511
FS1_BBS:PM_D2444,PM,0.000000,244.391746,0.150000,0.150000,FS1,BBS,D2444,PM_L,PM,profile monitor (large fork)
FS1_BBS:IP_D2444,PORT,0.000000,244.391746,0.150000,0.150000,FS1,BBS,D2444,IP_L,IP,"ion pump, 300 l/s"
FS1_BBS:FAVS_D2444,VALVE,0.000000,244.391746,0.150000,0.150000,FS1,BBS,D2444,NONE,FAVS,fast valve sensor
FS1_BBS:FAVS_DFT_D2444,DRIFT,0.380958,244.582225,0.150000,0.150000,NONE,NONE,NONE,NONE,NONE,drift_1517
FS1_BBS:DH_D2453,BEND,1.040653,245.293030,0.140000,0.040000,FS1,BBS,D2453,BEND_D2,DH,"dipole-45deg, D2-3"
FS1_BBS:DH_DFT_D2453,DRIFT,0.187297,245.907005,0.140000,0.040000,NONE,NONE,NONE,NONE,NONE,drift_1520
FS1_BMS:CLLM_D2460,CLLM,0.000000,246.000653,0.140000,0.040000,FS1,BMS,D2460,CF2,CLLM,"collimation flange, rectangular"
FS1_BMS:CLLM_DFT_D2460,DRIFT,0.215926,246.108616,0.140000,0.040000,NONE,NONE,NONE,NONE,NONE,drift_1522
FS1_BBS:QV_D2463,QUAD,0.250000,246.341579,0.140000,0.040000,FS1,BBS,D2463,QUAD_Q6,QV,"quadrupole-Y, B1"
FS1_BBS:QV_DFT_D2463,DRIFT,0.119681,246.526420,0.140000,0.040000,NONE,NONE,NONE,NONE,NONE,drift_1524
FS1_BBS:BPM_D2466,BPM,0.084138,246.628329,0.145000,0.062000,FS1,BBS,D2466,BPM5,BPM,position monitor
FS1_BBS:BPM_DFT_D2466,DRIFT,0.106181,246.723489,0.145000,0.062000,NONE,NONE,NONE,NONE,NONE,collimation flange
FS1_BBS:S_D2469,SEXT,0.150000,246.851579,0.140000,0.140000,FS1,BBS,D2469,H3,S,hexapole-X+
FS1_BBS:S_DFT_D2469,DRIFT,0.140000,246.996579,0.140000,0.140000,NONE,NONE,NONE,NONE,NONE,drift_1530
FS1_BBS:QH_D2472,QUAD,0.250000,247.191579,0.140000,0.040000,FS1,BBS,D2472,QUAD_Q6,QH,"quadrupole-Y, B1"
FS1_BBS:QH_DFT_D2472,DRIFT,0.150000,247.391579,0.140000,0.040000,NONE,NONE,NONE,NONE,NONE,drift_1532
FS1_BBS:DCHV_D2476,COR,0.200000,247.566579,0.140000,0.140000,FS1,BBS,D2476,C1,DCHV,"correctors-X,Y"
FS1_BBS:DCH_D2476,HCOR,0.000000,247.566579,0.140000,0.140000,FS1,BBS,D2476,C1,DCH,horiz. corrector magnet
FS1_BBS:DCV_D2476,VCOR,0.000000,247.566579,0.140000,0.140000,FS1,BBS,D2476,C1,DCV,vert. corrector magnet
FS1_BBS:DCHV_DFT_D2476,DRIFT,0.580000,247.956579,0.140000,0.140000,NONE,NONE,NONE,NONE,NONE,drift_1534
FS1_BBS:PM_D2482,PM,0.000000,248.246579,0.150000,0.150000,FS1,BBS,D2482,PM_L,PM,profile monitor (large fork)
FS1_BBS:IP_D2482,PORT,0.000000,248.246579,0.150000,0.150000,FS1,BBS,D2482,IP_L,IP,"ion pump, 300 l/s"
FS1_BBS:IP_DFT_D2482,DRIFT,0.630000,248.561579,0.150000,0.150000,NONE,NONE,NONE,NONE,NONE,drift_1537
FS1_BBS:DH_D2494,BEND,1.040653,249.396906,0.140000,0.040000,FS1,BBS,D2494,BEND_D2,DH,"dipole-45deg, D2-4"
FS1_BBS:DH_DFT_D2494,DRIFT,0.158663,249.996563,0.140000,0.040000,NONE,NONE,NONE,NONE,NONE,drift_1539
FS1_BMS:GV_D2501,VALVE,0.075000,250.113395,0.063000,0.063000,FS1,BMS,D2501,NONE,GV,gate valve
FS1_BMS:GV_DFT_D2501,DRIFT,0.094701,250.198245,0.063000,0.063000,NONE,NONE,NONE,NONE,NONE,bellow
FS1_BMS:BPM_D2502,BPM,0.000000,250.245596,0.047500,0.047500,FS1,BMS,D2502,BPM3a,BPM,position monitor
FS1_BMS:BPM_DFT_D2502,DRIFT,0.145282,250.318237,0.047500,0.047500,NONE,NONE,NONE,NONE,NONE,diagnostic box
FS1_BMS:PM_D2504,PM,0.000000,250.390878,0.050000,0.050000,FS1,BMS,D2504,PM_S,PM,"profile monitor (small fork), defer installation"
FS1_BMS:PM_DFT_D2504,DRIFT,0.000000,250.390878,0.050000,0.050000,NONE,NONE,NONE,NONE,NONE,diagnostic box
FS1_BMS:FAVS_D2504,VALVE,0.000000,250.390878,0.050000,0.050000,FS1,BMS,D2504,NONE,FAVS,fast valve sensor
FS1_BMS:IP_D2504,PORT,0.000000,250.390878,0.050000,0.050000,FS1,BMS,D2504,IP_S,IP,"ion pump, 75 l/s"
FS1_BMS:IP_DFT_D2504_1,DRIFT,0.131216,250.456486,0.050000,0.050000,NONE,NONE,NONE,NONE,NONE,bellow
FS1_BMS:IP_DFT_D2504_2,DRIFT,0.017430,250.530809,0.050000,0.050000,NONE,NONE,NONE,NONE,NONE,drift_1550
FS1_BMS:CLLM_D2505,CLLM,0.000000,250.539524,0.050000,0.050000,FS1,BMS,D2505,CF1,CLLM,"collimation flange, R=15 mm"
FS1_BMS:CLLM_DFT_D2505,DRIFT,0.067708,250.573378,0.050000,0.050000,NONE,NONE,NONE,NONE,NONE,drift_1552
FS1_BMS:DCHV_D2507,COR,0.200000,250.707232,0.050000,0.050000,FS1,BMS,D2507,C2,DCHV,"correctors-X,Y"
FS1_BMS:DCH_D2507,HCOR,0.000000,250.707232,0.050000,0.050000,FS1,BMS,D2507,C2,DCH,horiz. corrector magnet
FS1_BMS:DCV_D2507,VCOR,0.000000,250.707232,0.050000,0.050000,FS1,BMS,D2507,C2,DCV,vert. corrector magnet
FS1_BMS:DCHV_DFT_D2507,DRIFT,0.145000,250.879732,0.050000,0.050000,NONE,NONE,NONE,NONE,NONE,drift_1554
FS1_BMS:QV_D2511,QUAD,0.250000,251.077232,0.050000,0.050000,FS1,BMS,D2511,QUAD_Q1,QV,quadrupole-Y
FS1_BMS:QV_DFT_D2511,DRIFT,0.200000,251.302232,0.050000,0.050000,NONE,NONE,NONE,NONE,NONE,drift_1556
FS1_BMS:QH_D2515,QUAD,0.250000,251.527232,0.050000,0.050000,FS1,BMS,D2515,QUAD_Q1,QH,quadrupole-X
FS1_BMS:QH_DFT_D2515,DRIFT,0.231829,251.768146,0.050000,0.050000,NONE,NONE,NONE,NONE,NONE,drift_1558
FS1_BMS:BCM_D2519,BCM,0.100000,251.934061,0.050000,0.050000,FS1,BMS,D2519,BCM2,BCM,AC current transformer
